# temperature,rainfall,humidity,yield_of_corp
97,42,89,82.0
25,49,47,40.8
26,76,77,61.5
90,80,67,76.5
88,100,42,67.4
75,57,64,65.9
80,70,38,57.0
40,40,90,65.0
95,80,35,62.0
98,73,63,75.5
52,70,63,61.1
49,78,38,49.3
34,42,54,45.6
22,63,52,45.2
86,45,34,51.8
55,90,24,46.5
59,27,99,72.6
80,88,90,86.6
51,93,60,63.9
69,42,32,45.1
59,74,38,51.5
84,92,46,66.6
49,65,84,69.7
30,77,62,55.4
94,28,53,60.3
76,45,87,75.3
100,49,42,60.8
26,70,35,39.3
37,61,98,72.3
70,91,85,81.7
29,56,51,45.4
40,33,25,31.1
42,61,82,65.8
29,84,33,42.0
72,56,35,50.3
22,48,51,41.7
75,20,42,47.5
61,88,55,63.4
70,63,47,57.1
43,79,99,78.2
56,53,59,56.9
50,41,23,34.7
80,26,88,73.2
33,80,54,52.9
79,51,80,73.9
53,94,39,54.2
43,73,57,56.0
64,25,22,35.2
72,70,78,74.6
48,97,22,44.8
50,43,26,36.6
68,92,78,77.8
68,77,99,85.3
31,53,52,45.9
88,74,28,55.2
21,38,58,42.9
26,83,58,53.4
94,85,46,68.2
56,22,51,46.7
96,75,82,84.8
45,25,58,47.5
46,37,100,71.2
22,92,71,60.5
52,87,45,55.5
55,22,72,56.9
47,32,56,48.5
32,70,37,42.1
26,79,82,64.6
65,64,32,48.3
32,83,42,47.2
30,34,77,54.3
54,75,72,67.2
84,26,99,79.9
66,59,50,56.6
25,100,31,43.0
59,71,91,77.4
86,53,56,64.4
43,52,42,44.3
90,87,78,83.4
40,72,23,37.9
24,30,39,32.7
21,22,79,50.2
46,41,48,46.0
92,42,46,59.0
92,41,26,48.8
51,52,45,48.2
100,90,23,59.5
48,75,93,75.9
89,48,97,84.8
59,75,56,60.7
90,72,22,52.4
23,71,44,43.1
70,72,63,66.9
27,69,92,67.9
32,72,98,73.0
45,88,84,73.1
76,21,97,75.5
46,52,32,40.2
90,46,41,56.7
74,24,83,68.5
81,72,72,74.7
95,73,57,71.6
28,67,47,45.3
27,32,24,26.5
44,76,96,76.4
35,52,71,56.4
32,63,86,65.2
35,52,66,53.9
23,47,93,62.8
54,30,51,47.7
63,40,51,52.4
28,43,61,47.5
67,43,85,71.2
62,38,80,66.2
32,50,89,64.1
95,82,70,79.9
79,83,42,61.3
22,57,86,61.0
23,66,86,63.1
33,41,59,47.6
93,34,83,76.2
46,32,54,47.2
48,26,87,63.1
65,49,75,66.8
65,80,80,75.5
48,86,56,59.6
61,52,37,47.2
72,79,75,74.9
94,65,36,59.2
71,23,54,52.9
33,77,77,63.8
28,58,72,56.0
49,80,31,46.2
96,81,74,82.0
32,44,100,68.4
63,88,43,58.0
40,68,70,60.6
94,55,21,49.7
95,77,61,74.4
75,70,69,71.0
23,35,94,60.9
66,52,40,50.2
88,87,91,89.3
28,40,98,65.4
73,21,30,41.1
88,59,63,69.7
62,88,39,55.7
23,86,59,53.6
37,71,25,37.8
41,20,41,36.8
30,26,82,55.2
48,88,33,48.5
58,70,57,59.9
76,31,84,71.0
94,73,92,88.8
69,43,72,65.3
87,71,92,86.3
68,56,45,54.1
72,81,37,56.3
23,44,96,63.7
54,20,67,53.7
78,50,43,54.9
69,20,99,74.2
80,64,39,56.3
35,34,54,44.3
24,43,82,56.8
33,98,46,52.5
97,69,88,86.9
92,73,38,61.2
83,76,74,77.1
87,31,20,42.3
96,77,30,59.2
96,96,25,60.5
85,81,55,69.2
20,33,49,37.1
46,70,31,43.3
42,25,55,45.1
59,40,89,70.2
51,25,65,52.8
57,81,20,43.3
37,35,93,64.6
90,70,82,82.0
78,22,44,49.8
93,99,74,84.7
70,22,52,51.4
45,84,88,74.3
30,35,56,44.0
56,85,90,78.8
27,79,27,37.4
83,25,52,55.9
39,57,69,57.6
92,43,58,65.2
81,22,100,78.7
30,74,85,66.3
37,61,64,55.3
26,41,96,64.0
86,98,35,62.9
37,61,65,55.8
75,20,58,55.5
58,45,32,42.4
37,77,65,59.0
87,71,73,76.8
37,48,74,57.7
70,84,51,63.3
98,96,30,63.6
68,59,74,69.2
49,81,28,44.9
44,27,27,32.1
38,46,21,31.1
68,75,33,51.9
29,91,68,60.9
36,70,60,54.8
71,28,74,63.9
32,28,56,43.2
70,20,91,70.5
56,84,43,55.1
34,66,92,69.4
46,77,65,61.7
100,52,71,75.9
80,24,71,64.3
36,82,38,46.2
37,97,68,64.5
63,23,69,58.0
62,43,43,48.7
62,67,90,77.0
100,67,100,93.4
98,46,79,78.1
74,93,74,77.8
20,24,57,39.3
42,36,97,68.3
57,44,41,46.4
26,84,62,55.6
82,25,99,79.1
92,43,92,82.2
72,95,42,61.6
95,33,25,47.6
100,56,82,82.2
55,79,88,76.3
23,52,46,40.3
76,77,98,87.2
80,40,34,49.0
94,90,54,73.2
61,84,45,57.6
54,77,24,43.6
38,66,34,41.6
52,32,24,34.0
46,49,74,60.6
86,86,64,75.0
84,64,94,85.0
79,88,63,72.8
99,94,83,90.0
51,49,89,69.6
58,48,63,58.5
66,43,48,52.4
24,99,47,50.5
20,62,51,43.9
46,81,79,69.5
41,43,70,55.9
70,38,61,59.1
73,67,96,83.3
74,45,34,48.2
97,85,46,69.1
96,25,63,65.3
49,40,65,55.2
58,98,33,53.5
53,24,63,52.2
77,95,56,70.1
56,57,41,48.7
36,49,55,48.1
58,64,78,69.2
31,94,53,54.6
45,28,32,35.1
61,43,69,61.4
56,40,32,40.8
90,69,68,74.8
77,23,95,75.2
33,54,95,68.2
62,53,78,68.2
28,54,39,38.7
76,74,47,61.1
93,33,30,49.5
66,26,81,65.5
94,25,64,65.2
76,49,32,48.6
31,45,32,34.3
99,23,20,44.3
37,40,99,68.6
41,29,73,54.6
33,72,72,60.3
57,24,39,41.4
42,49,31,37.9
84,56,40,56.4
67,55,25,43.6
48,36,28,35.6
50,33,38,40.6
87,39,25,46.4
94,42,46,59.6
29,92,38,46.1
90,22,73,67.9
20,79,35,39.3
57,26,31,37.8
42,62,43,46.5
75,31,87,72.2
54,84,61,63.5
97,20,84,75.1
95,80,80,84.5
37,36,53,44.8
66,87,52,63.2
76,92,28,55.2
57,76,55,59.8
58,71,29,46.1
61,43,39,46.4
67,44,95,76.4
97,67,81,83.0
79,83,84,82.3
73,59,48,57.7
60,54,95,76.3
37,33,32,33.7
90,55,69,72.5
39,56,76,60.9
30,25,49,38.5
63,84,77,74.2
22,98,57,54.7
24,81,95,70.9
75,23,68,61.1
77,46,99,81.8
94,89,60,76.0
35,32,80,56.9
66,23,50,49.4
25,40,32,31.5
75,55,51,59.0
35,58,85,64.6
27,44,78,55.9
59,99,67,71.0
55,69,77,68.8
31,39,92,63.1
91,87,93,91.2
51,59,43,48.6
96,22,51,58.7
94,30,56,62.2
73,60,60,63.9
32,80,29,40.1
93,54,56,66.7
61,55,65,61.8
69,39,43,50.0
81,36,81,72.0
37,60,100,73.1
44,67,53,53.1
28,30,95,61.9
35,44,77,57.8
63,39,79,66.2
48,85,75,68.9
88,33,61,63.5
60,70,91,77.5
65,83,56,64.1
30,48,36,36.6
22,45,83,57.1
68,60,73,68.9
49,44,79,63.0
37,96,44,52.3
45,95,48,56.5
60,38,33,42.1
38,30,80,57.4
37,56,61,52.8
28,42,33,33.3
63,83,46,58.5
79,74,82,79.5
29,22,95,60.6
36,90,85,71.3
90,74,83,83.3
48,29,44,42.2
77,89,52,66.9
97,62,25,54.0
61,59,66,63.1
26,41,56,44.0
81,97,57,72.2
63,26,30,39.1
27,69,29,36.4
43,93,73,68.0
29,98,97,76.8
56,76,37,50.5
22,93,56,53.2
72,25,34,43.6
91,61,29,54.0
74,43,78,69.8
48,71,29,43.1
82,92,26,56.0
99,72,72,80.1
52,48,60,55.2
65,63,56,60.1
38,60,62,54.4
24,51,38,36.4
99,88,95,94.8
71,99,83,82.6
31,88,22,37.9
43,41,78,60.1
27,88,81,66.2
70,29,26,39.8
60,24,71,58.3
54,32,28,36.6
47,67,36,45.5
82,35,39,51.1
43,39,56,48.7
33,68,49,48.0
37,63,62,54.7
38,84,78,67.2
23,58,59,48.0
44,91,20,41.4
98,78,28,59.0
45,83,96,78.1
31,85,82,67.3
72,94,42,61.4
41,37,54,46.7
91,93,56,73.9
23,24,70,46.7
90,31,94,80.2
35,51,41,41.2
39,76,92,72.9
90,91,35,62.7
61,43,36,44.9
71,82,20,47.7
97,55,55,67.6
52,86,42,53.8
100,51,50,65.2
67,83,20,46.7
89,47,60,66.1
63,33,63,57.0
63,71,75,70.6
29,56,24,31.9
88,35,82,74.4
77,86,72,76.3
21,97,66,58.7
99,66,99,92.4
54,95,98,84.2
44,26,77,56.9
37,90,35,46.6
39,86,72,64.9
85,31,50,56.7
80,31,68,64.2
92,21,31,47.3
76,62,66,68.2
79,71,57,66.4
86,40,38,52.8
97,26,52,60.3
89,69,61,71.0
26,98,78,66.4
48,33,44,43.0
59,21,91,67.4
26,71,82,63.0
69,97,84,82.1
38,46,96,68.6
50,83,25,44.1
60,84,52,60.8
100,73,71,80.1
89,37,81,74.6
33,56,60,51.1
84,26,94,77.4
60,41,23,37.7
69,45,39,49.2
47,66,42,48.3
31,66,45,45.0
54,53,100,76.8
24,72,60,51.6
65,36,54,53.7
36,45,31,35.3
37,21,50,40.3
49,56,40,45.9
24,99,99,76.5
64,73,37,52.3
36,99,24,42.6
98,26,92,80.6
36,77,59,55.7
39,27,39,36.6
90,56,58,67.2
26,60,21,30.3
66,22,57,52.7
66,68,59,62.9
43,41,80,61.1
21,60,21,28.8
95,70,65,75.0
45,91,21,42.2
20,21,22,21.2
35,44,28,33.3
89,73,64,73.3
48,82,77,69.3
26,96,52,53.0
83,62,67,70.8
33,77,32,41.3
84,82,87,85.1
57,68,53,57.2
79,47,22,44.1
66,75,31,50.3
77,20,55,54.6
60,57,62,60.4
77,46,39,51.8
91,84,48,68.1
55,65,74,66.5
64,43,25,40.3
32,33,20,26.2
37,22,59,45.0
20,22,25,22.9
87,21,53,56.8
42,97,88,76.0
74,92,95,88.1
75,55,84,75.5
57,44,21,36.4
92,81,27,57.3
62,21,91,68.3
96,41,75,74.5
51,68,75,66.4
66,72,84,76.2
56,93,80,75.4
21,68,38,38.9
79,77,35,56.6
73,43,59,60.0
20,74,95,68.3
27,72,95,70.0
47,39,27,35.4
38,36,26,31.6
83,71,41,59.6
34,91,73,64.9
99,60,87,85.2
21,80,36,40.3
36,63,73,59.9
70,75,74,73.0
82,95,57,72.1
88,88,71,79.5
27,23,47,36.2
28,52,63,50.3
32,71,56,51.8
91,55,66,71.3
30,66,44,44.2
37,27,50,41.5
84,56,26,49.4
100,80,31,61.5
52,69,27,42.9
31,92,40,47.7
34,49,36,38.0
65,89,25,49.8
31,34,64,48.1
87,86,70,78.3
48,27,54,46.8
81,75,81,79.8
68,36,91,73.1
52,59,29,41.9
59,39,37,44.0
33,20,94,60.9
40,48,89,66.1
93,43,39,56.0
80,26,100,79.2
89,39,77,73.0
32,68,22,34.2
85,84,46,65.3
87,70,30,55.1
44,77,60,58.6
87,70,48,64.1
25,76,22,33.7
48,73,50,54.0
32,35,39,36.1
50,71,46,52.2
92,32,45,56.5
40,50,50,47.0
95,27,27,47.4
41,28,24,29.9
30,68,29,37.1
57,36,80,64.3
83,63,25,50.0
33,29,25,28.2
95,53,66,72.1
31,24,42,35.1
86,50,74,72.8
88,88,69,78.5
28,58,84,62.0
92,96,65,79.3
67,31,65,58.8
44,28,59,48.3
57,65,88,74.1
24,67,95,68.1
61,100,98,87.3
53,25,72,56.9
50,42,58,52.4
77,87,77,79.0
95,63,69,75.6
50,59,37,45.3
99,70,44,65.7
26,59,79,59.1
22,23,81,51.7
21,97,79,65.2
84,33,76,69.8
93,20,50,56.9
70,20,73,61.5
40,97,43,52.9
82,61,70,71.8
57,98,57,65.2
25,75,37,41.0
37,69,67,58.4
70,84,45,60.3
50,29,80,60.8
60,26,36,41.2
67,22,47,48.0
84,31,100,81.4
100,80,78,85.0
74,47,55,59.1
35,42,25,31.4
40,33,82,59.6
51,56,84,68.5
35,84,52,53.3
72,65,59,64.1
61,94,30,52.1
89,72,87,84.6
47,64,76,64.9
31,43,76,55.9
21,36,89,58.0
60,21,90,67.2
66,91,61,68.5
27,96,50,52.3
71,78,28,50.9
47,89,95,79.4
44,54,50,49.0
61,23,75,60.4
90,66,49,64.7
65,48,40,49.1
67,77,41,56.0
28,90,88,70.4
28,73,66,56.0
34,48,84,61.8
38,57,84,64.8
20,71,33,36.7
38,34,74,55.2
70,82,30,52.4
64,46,22,39.4
62,97,29,52.5
71,61,46,56.5
31,59,37,39.6
90,65,61,70.5
64,62,22,42.6
64,39,80,67.0
92,44,22,47.4
98,81,22,56.6
79,23,21,38.8
68,86,58,66.6
47,70,36,46.1
90,43,92,81.6
28,25,68,47.4
42,36,50,44.8
40,31,36,36.2
41,86,28,43.5
60,56,95,76.7
77,73,43,59.2
32,67,96,71.0
36,99,69,65.1
74,98,27,55.3
50,27,87,63.9
35,22,90,59.9
73,27,33,43.8
47,61,87,69.8
49,24,20,29.5
62,22,30,38.0
20,78,74,58.6
63,47,24,40.3
72,45,99,80.1
49,35,67,55.2
57,25,71,57.6
58,61,37,48.1
44,66,42,47.4
35,90,98,77.5
22,88,78,63.2
24,96,26,39.4
95,45,97,86.0
31,96,91,74.0
91,31,86,76.5
75,69,37,54.8
78,44,97,80.7
45,59,92,71.3
57,76,94,79.3
49,75,92,75.7
56,34,26,36.6
93,67,23,52.8
27,28,38,32.7
32,44,41,38.9
42,37,52,46.0
26,26,79,52.5
88,64,50,64.2
44,81,53,55.9
97,58,46,63.7
73,93,24,52.5
35,66,24,35.7
29,55,24,31.7
21,89,31,39.6
33,68,61,54.0
68,66,91,79.1
57,61,89,73.8
73,25,57,55.4
92,62,31,55.5
55,25,51,47.0
30,72,69,57.9
50,70,62,60.0
79,80,22,50.7
98,52,51,65.3
46,60,79,65.3
55,23,48,45.1
32,46,52,44.8
61,82,51,60.2
47,21,48,42.3
46,62,77,64.7
24,54,86,61.0
61,96,60,67.5
93,38,55,63.0
73,47,61,61.8
27,54,68,52.9
77,63,41,56.2
80,73,66,71.6
33,67,37,41.8
94,99,96,96.0
29,87,38,45.1
22,55,88,61.6
30,72,31,38.9
72,56,69,67.3
70,90,45,61.5
54,57,24,39.6
58,82,54,60.8
61,93,37,55.4
71,73,81,76.4
86,32,50,57.2
67,43,39,48.2
98,65,48,66.4
68,90,69,72.9
78,54,47,57.7
92,61,25,52.3
98,88,99,96.5
36,69,53,51.1
72,83,74,75.2
77,65,57,64.6
40,23,100,66.6
42,83,51,54.7
81,87,82,82.7
39,70,54,52.7
99,88,51,72.8
20,33,49,37.1
95,87,53,72.4
45,42,47,45.4
83,68,66,71.5
81,73,90,83.9
49,29,84,62.5
52,98,36,53.2
75,71,36,54.7
87,50,71,71.6
68,79,100,86.2
25,64,85,62.8
50,94,77,72.3
45,52,21,34.4
45,84,92,76.3
43,44,53,48.2
39,39,30,34.5
48,95,78,72.4
73,52,27,45.8
60,24,30,37.8
92,33,34,51.2
69,40,33,45.2
74,96,26,54.4
34,20,65,46.7
89,49,83,78.0
80,30,30,45.0
75,59,95,81.8
50,99,82,75.8
29,69,67,56.0
80,92,90,87.4
97,38,75,74.2
96,92,33,63.7
91,94,47,69.6
98,53,23,51.5
55,25,25,34.0
74,59,56,62.0
40,77,39,46.9
91,90,24,57.3
53,82,51,57.8
65,41,81,68.2
66,98,58,68.4
38,20,49,39.9
98,99,99,98.7
30,50,94,66.0
92,73,85,84.7
67,84,66,69.9
44,49,92,69.0
24,88,55,52.3
81,70,68,72.3
46,94,92,78.6
87,30,62,63.1
88,70,26,53.4
34,63,51,48.3
43,66,92,72.1
58,28,53,49.5
61,45,55,54.8
33,65,71,58.4
49,86,45,54.4
63,54,89,74.2
39,45,85,63.2
70,27,30,41.4
78,98,92,89.0
23,88,80,64.5
38,79,87,70.7
67,80,61,66.6
83,51,81,75.6
56,50,79,66.3
57,61,84,71.3
39,58,91,68.8
93,98,79,87.0
30,30,68,49.0
66,94,48,62.6
98,42,78,76.8
40,21,79,55.7
72,95,45,63.1
74,89,27,53.5
70,51,48,55.2
56,66,56,58.0
21,50,95,63.8
24,69,20,31.0
95,21,34,49.7
55,75,85,74.0
41,35,71,54.8
23,45,33,32.4
55,23,26,34.1
79,39,63,63.0
21,85,21,33.8
60,67,69,65.9
81,75,64,71.3
67,25,40,45.1
63,62,32,47.3
29,86,38,44.9
88,40,22,45.4
23,74,100,71.7
55,37,70,58.9
40,91,83,71.7
52,29,62,52.4
27,100,44,50.1
89,68,97,88.8
49,51,98,73.9
42,51,61,53.3
98,97,83,90.3
91,22,67,65.2
78,36,76,68.6
74,49,24,44.0
41,63,30,39.9
37,53,26,34.7
45,34,71,55.8
34,98,82,70.8
82,31,94,77.8
36,94,52,55.6
85,70,59,69.0
52,59,70,62.4
94,93,67,80.3
86,92,51,69.7
22,52,69,51.5
53,75,92,76.9
68,20,36,42.4
49,23,34,36.3
71,31,68,61.5
73,77,59,66.8
52,92,66,67.0
23,89,93,71.2
47,34,56,48.9
93,87,29,59.8
38,79,53,53.7
98,61,61,72.1
58,84,25,46.7
73,77,87,80.8
40,23,84,58.6
76,30,39,48.3
42,81,98,77.8
82,62,38,56.0
22,27,68,46.0
71,54,45,54.6
43,28,23,30.0
85,60,38,56.5
70,23,77,64.1
49,89,72,68.5
26,26,40,33.0
34,65,98,72.2
40,46,85,63.7
54,30,45,44.7
62,75,35,51.1
72,58,80,73.2
39,53,75,59.8
53,94,55,62.2
34,41,39,37.9
88,98,56,74.0
71,46,100,80.5
59,56,76,66.9
20,53,56,44.6
78,33,46,53.0
78,48,65,65.5
56,61,80,69.0
21,22,45,33.2
28,33,42,36.0
65,88,59,66.6
54,38,43,45.3
55,67,96,77.9
84,49,44,57.0
62,69,48,56.4
96,24,78,72.6
58,98,99,86.5
24,55,26,31.2
79,23,31,43.8
83,35,97,80.4
48,49,21,34.7
22,74,23,32.9
54,100,65,68.7
81,84,22,52.1
71,38,76,66.9
82,76,84,81.8
43,94,42,52.7
50,99,79,74.3
48,76,66,62.6
57,46,55,53.8
56,24,96,69.6
49,20,100,68.7
56,33,87,66.9
75,24,53,53.8
36,38,29,32.9
23,78,91,68.0
73,91,99,89.6
99,41,37,56.4
29,45,79,57.2
82,85,93,88.1
54,88,52,59.8
93,74,29,57.2
79,83,33,56.8
75,63,33,51.6
54,42,25,37.1
50,43,79,63.1
27,81,68,58.3
55,81,30,47.7
31,40,26,30.3
62,98,67,71.7
28,26,96,61.6
98,70,29,57.9
67,70,35,51.6
31,92,90,72.7
80,84,50,65.8
24,87,26,37.6
61,97,80,77.7
52,95,75,72.1
25,87,67,58.4
74,66,31,50.9
70,29,84,68.8
24,70,85,63.7
56,74,88,75.6
35,61,41,43.2
87,57,91,83.0
56,36,80,64.0
52,62,70,63.0
40,60,38,43.0
28,33,94,62.0
61,68,25,44.4
61,87,25,48.2
27,73,92,68.7
32,33,93,62.7
45,46,83,64.2
47,45,64,55.1
83,75,46,62.9
82,77,40,60.0
54,91,86,77.4
47,69,67,61.4
94,39,79,75.5
94,51,66,71.4
63,54,65,62.2
59,63,82,71.3
24,37,46,37.6
25,62,88,63.9
31,82,99,75.2
21,52,24,28.7
25,70,24,33.5
38,36,75,56.1
63,30,48,48.9
73,45,27,44.4
51,81,57,60.0
76,70,76,74.8
40,94,39,50.3
26,76,60,53.0
38,54,48,46.2
38,50,23,32.9
89,86,87,87.4
77,30,94,76.1
52,49,78,64.4
40,83,68,62.6
71,21,43,47.0
76,61,75,72.5
51,47,54,51.7
95,30,46,57.5
94,77,89,88.1
94,79,73,80.5
67,72,72,70.5
99,58,34,58.3
42,68,68,60.2
85,39,27,46.8
66,39,22,38.6
31,91,62,58.5
66,26,59,54.5
87,23,58,59.7
26,77,65,55.7
72,44,55,57.9
79,25,97,77.2
43,65,88,69.9
53,85,57,61.4
40,77,26,40.4
57,40,38,44.1
54,55,97,75.7
49,25,34,36.7
99,65,35,60.2
31,94,88,72.1
27,74,69,57.4
97,34,49,60.4
82,87,63,73.5
62,51,68,62.8
77,50,71,68.6
100,95,67,82.5
79,68,76,75.3
75,90,72,76.5
49,24,83,61.0
45,44,68,56.3
23,54,39,37.2
76,56,28,48.0
37,82,93,74.0
27,34,44,36.9
95,91,99,96.2
58,37,88,68.8
64,43,38,46.8
30,69,84,64.8
87,67,58,68.5
84,65,59,67.7
32,57,54,48.0
100,86,53,73.7
99,96,39,68.4
27,89,45,48.4
88,75,70,76.4
27,55,33,35.6
49,72,65,61.6
74,67,96,83.6
73,57,84,75.3
65,59,93,77.8
84,21,47,52.9
60,26,86,66.2
54,28,84,63.8
69,56,99,81.4
62,27,39,43.5
47,75,41,49.6
76,63,66,68.4
37,50,82,62.1
85,60,77,76.0
67,56,25,43.8
46,66,79,66.5
33,100,25,42.4
78,74,38,57.2
81,35,82,72.3
21,94,26,38.1
65,39,29,41.8
46,24,34,35.6
79,70,41,58.2
69,39,90,73.5
23,24,75,49.2
91,90,77,83.8
46,99,47,57.1
62,31,39,44.3
42,51,45,45.3
34,20,93,60.7
22,94,68,59.4
92,98,58,76.2
89,49,67,70.0
79,29,26,42.5
67,86,23,48.8
90,85,47,67.5
90,45,87,79.5
30,54,97,68.3
90,56,37,56.7
79,36,70,65.9
81,80,26,53.3
77,36,54,57.3
48,90,66,65.4
20,45,81,55.5
65,61,68,65.7
96,21,51,58.5
26,41,59,45.5
24,89,24,37.0
85,79,43,62.8
70,91,23,50.7
23,70,53,47.4
25,45,80,56.5
89,94,82,86.5
23,45,42,36.9
56,96,75,73.5
43,36,43,41.6
95,22,75,70.4
91,89,44,67.1
81,44,90,78.1
79,80,95,87.2
37,86,78,67.3
90,26,33,48.7
50,93,92,79.6
61,33,100,74.9
86,41,31,49.5
54,78,98,80.8
96,53,74,76.4
61,56,71,65.0
71,53,89,76.4
74,97,93,88.1
36,89,98,77.6
82,32,51,56.5
21,23,81,51.4
48,97,65,66.3
21,67,83,61.2
48,35,67,54.9
65,89,96,85.3
76,29,44,50.6
95,46,27,51.2
89,80,73,79.2
85,46,90,79.7
75,83,65,71.6
74,88,26,52.8
27,75,60,53.1
82,80,93,87.1
23,91,75,62.6
37,79,39,46.4
50,54,45,48.3
32,52,21,30.5
51,20,80,59.3
69,79,44,58.5
49,99,66,67.5
64,89,36,55.0
20,32,84,54.4
72,57,34,50.0
96,89,52,72.6
78,20,87,70.9
89,64,22,50.5
46,24,65,51.1
86,78,70,76.4
99,33,78,75.3
74,95,45,63.7
85,82,87,85.4
40,74,51,52.3
40,32,49,42.9
80,21,67,61.7
69,75,95,83.2
29,68,49,46.8
65,85,82,77.5
77,100,74,80.1
29,44,40,37.5
39,43,31,35.8
65,40,58,56.5
45,21,32,33.7
95,25,29,48.0
79,28,97,77.8
54,50,40,46.2
28,78,43,45.5
66,88,38,56.4
67,69,56,61.9
27,42,97,65.0
26,77,26,36.2
88,55,45,59.9
57,69,85,73.4
36,65,81,64.3
44,94,33,48.5
41,33,100,68.9
73,36,36,47.1
30,86,77,64.7
95,80,60,74.5
29,54,74,56.5
46,66,89,71.5
97,42,43,59.0
43,44,25,34.2
94,25,46,56.2
21,39,84,56.1
72,86,20,48.8
72,66,31,50.3
63,99,25,51.2
79,90,44,63.7
52,24,97,68.9
96,93,34,64.4
65,70,46,56.5
48,74,61,59.7
67,92,46,61.5
89,86,63,75.4
92,54,93,84.9
37,65,98,73.1
86,89,94,90.6
90,57,45,60.9
36,79,89,71.1
46,93,89,76.9
82,70,86,81.6
89,32,34,50.1
43,32,90,64.3
95,47,31,53.4
65,73,55,61.6
90,38,73,71.1
57,41,52,51.3
99,75,39,64.2
49,46,97,72.4
35,20,30,29.5
39,58,96,71.3
25,95,35,44.0
70,56,47,55.7
65,87,28,50.9
84,91,60,73.4
54,65,85,71.7
42,55,83,65.1
77,38,38,49.7
97,43,47,61.2
94,90,96,94.2
74,66,87,78.9
57,98,28,50.7
51,51,22,36.5
50,79,20,40.8
85,73,55,67.6
83,77,95,87.8
43,67,36,44.3
65,92,87,81.4
61,74,23,44.6
96,45,62,68.8
36,93,67,62.9
50,80,30,46.0
84,35,97,80.7
69,46,61,60.4
30,33,31,31.1
91,38,22,45.9
73,55,76,70.9
91,26,67,66.0
70,52,95,78.9
41,34,35,36.6
55,56,72,63.7
46,94,75,70.1
71,96,46,63.5
82,95,64,75.6
45,39,63,52.8
67,69,68,67.9
67,54,56,58.9
90,32,81,73.9
73,53,20,42.5
61,49,40,48.1
21,72,64,52.7
87,53,23,48.2
20,63,28,32.6
42,38,77,58.7
25,68,53,47.6
88,76,32,57.6
21,39,99,63.6
79,23,35,45.8
69,55,48,55.7
32,42,74,55.0
39,80,64,59.7
35,73,94,72.1
62,61,50,55.8
20,51,99,65.7
82,21,68,62.8
62,97,71,73.5
29,48,72,54.3
77,98,36,60.7
63,41,57,55.6
35,40,38,37.5
83,83,57,70.0
38,64,57,52.7
98,30,53,61.9
50,38,93,69.1
75,23,41,47.6
96,76,63,75.5
79,39,62,62.5
34,48,51,45.3
52,62,25,40.5
85,30,72,67.5
25,53,40,38.1
92,29,100,83.4
82,55,93,82.1
61,60,45,52.8
26,37,22,26.2
55,75,28,45.5
95,74,96,91.3
23,96,74,63.1
56,34,25,36.1
65,25,20,34.5
42,100,58,61.6
30,72,73,59.9
88,31,96,80.6
38,65,69,58.9
77,92,25,54.0
72,30,79,67.1
99,76,44,66.9
27,40,66,49.1
94,20,68,66.2
27,33,42,35.7
29,65,65,54.2
33,41,22,29.1
69,84,51,63.0
58,66,82,71.6
56,27,93,68.7
68,23,70,60.0
42,29,83,59.9
98,68,73,79.5
55,81,21,43.2
47,25,55,46.6
25,71,75,59.2
60,69,33,48.3
83,98,47,68.0
55,88,46,57.1
89,36,97,82.4
93,76,52,69.1
41,87,75,67.2
42,30,46,41.6
94,45,75,74.7
37,88,32,44.7
52,52,98,75.0
62,70,85,75.1
58,70,97,79.9
89,29,84,74.5
94,66,31,56.9
39,51,57,50.4
29,50,95,66.2
22,73,33,37.7
65,72,87,77.4
38,51,82,62.6
61,94,90,82.1
43,85,95,77.4
61,49,30,43.1
59,29,97,72.0
27,35,90,60.1
21,46,91,61.0
46,48,76,61.4
64,97,99,88.1
80,67,86,80.4
40,96,49,55.7
33,26,20,25.1
96,48,20,48.4
86,36,21,43.5
42,57,97,72.5
20,81,22,33.2
35,95,26,42.5
76,66,98,85.0
62,41,63,58.3
34,99,97,78.5
70,77,49,60.9
79,47,73,69.6
80,31,83,71.7
35,33,56,45.1
79,22,48,52.1
97,25,79,73.6
35,98,76,68.1
55,35,71,59.0
38,43,60,50.0
86,51,90,81.0
67,45,97,77.6
98,49,52,65.2
52,52,31,41.5
51,80,31,46.8
95,33,23,46.6
99,100,41,70.2
39,92,25,42.6
50,93,71,69.1
61,58,74,66.9
73,30,56,55.9
68,30,85,68.9
84,29,46,54.0
56,44,73,62.1
30,45,28,32.0
98,100,79,88.9
29,89,29,41.0
74,67,61,66.1
45,41,93,68.2
52,83,61,62.7
23,39,89,59.2
100,96,49,73.7
30,54,49,44.3
42,55,38,42.6
100,55,26,54.0
32,92,78,67.0
62,80,71,70.1
57,98,21,47.2
53,50,25,38.4
72,24,38,45.4
59,38,86,68.3
30,97,41,48.9
57,100,93,83.6
65,84,25,48.8
48,74,49,53.7
44,41,40,41.4
53,99,37,54.2
20,53,96,64.6
89,37,87,77.6
44,87,60,60.6
56,100,38,55.8
36,83,66,60.4
78,34,39,49.7
100,67,55,70.9
84,30,52,57.2
73,34,45,51.2
86,34,46,55.6
25,83,89,68.6
49,26,47,43.4
60,59,37,48.3
56,90,44,56.8
24,68,45,43.3
